Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado ;Importe 2023 (quito formato punto);Importe 2024;Importe 2025;Importe 2026;Resto Anualidades;Total previsto (pegar);Estado;Observaciones;Url_fotografia;Fecha de los datos;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001640;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL DE VICÁLVARO. CONSTRUCCIÓN;2022;2025;;219;VICÁLVARO;C/ DE LOS PINILLAS, 33 C/V. C/DE CORDEL DE PAVONES  ;CALLE;DE LOS PINILLAS, 33 C/V CALLE DE CORDEL DE PAVONES;;40.39933999;-3.61715501;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;97571,52;35289,69;4000000,00;1900000,00;;;6032861,21;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/002008;GIMNASIO EN CENTRO DEPORTIVO HORTALEZA. CONSTRUCCIÓN (ID 18: 8847);2022;2023;2023;216;HORTALEZA;CARRETERA DE LA ESTACIÓN DE HORTALEZA, 11;CARRETERA;ESTACIÓN DE HORTALEZA;11;40.4787274;-3.6527117;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;42763,07;1323476,55;;;;;1366239,62;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2022-002008_GimnasioHortaleza.jpg;05/01/2024;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/002042;ACERAS EN EL BARRIO DE LA CONCEPCIÓN. PAVIMENTACIÓN Y MEJORA (ID 20: 13325);2022;2023;2023;215;CIUDAD LINEAL;BARRIO DE LA CONCEPCIÓN;BARRIO;DE LA CONCEPCIÓN;;40.43748387563466;-3.6506546039000676;08;MANTENIMIENTO URBANO;43546,51;1487204,32;;;;;1530750,83;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2022-002042_AcerasBarrioConcepcion.jpg;05/01/2024;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/003005;BIBLIOTECA PÚBLICA C/SILVANO,101-103 (ENTORNO GLORIETA MAR DE CRISTAL). CONSTRUCCIÓN (ID 21: 18793);2023;2025;;216;HORTALEZA;CALLE DE SILVANO, 101 C/V C/JOSÉ DOMINGO RUS;CALLE;DE SILVANO;101;40.46398431;-3.6325963;10;CULTURA;;159045,55;2340000,00;2000000,00;;;4499045,55;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/003006;CENTRO CULTURAL, BIBLIOTECA, AUDITORIO Y LUDOTECA EN EL CAÑAVERAL. CONSTRUCCIÓN (ID 21: 19005);2023;2025;;219;VICÁLVARO;C/ILUSIÓN,32;CALLE ;ILUSIÓN;32;40.40618148;-3.55433462;10;CULTURA;;151647,73;2430000,00;3400000,00;;;5981647,73;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024;;;
001;AYUNTAMIENTO;204;DISTRITO DE SALAMANCA;2020/000354;EDIFICIO SEDE DISTRITO SALAMANCA. OBRAS DE REHABILITACIÓN GENERAL;2020;2024;;204;SALAMANCA;CALLE VELÁZQUEZ, 52;CALLE;VELÁZQUEZ;52;40.4273605;-3.6858071;00;INVERSIONES DE CARÁCTER GENERAL;152262,93;;1300000,00;;;;1452262,93;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024;;;
001;AYUNTAMIENTO;210;DISTRITO DE LATINA;2020/000828;ESCUELA DE MÚSICA EN C/ HURTUMPASCUAL, DISTRITO LATINA. CONSTRUCCIÓN;2022;2024;;210;LATINA;CALLE HURTUMPASCUAL, 1-3.;CALLE;HURTUMPASCUAL;1 y 3;40.4011395;-3.7451803;05;EDUCACIÓN;186953,21;2472102,24;1642839,00;;;;4301894,45;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024;;;
001;AYUNTAMIENTO;212;DISTRITO DE USERA;2022/000494;DEPORTIVO BÁSICO EN C/ GAINZA, DISTRITO DE USERA. CONSTRUCCIÓN;2023;2023;;212;USERA;CALLE GAINZA;CALLE;GAINZA;;40.371720738015945;-3.7191775029696186;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;996306,89;;;;;996306,89;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024;;;
001;AYUNTAMIENTO;212;DISTRITO DE USERA;2023/001500;DEPORTIVO BÁSICO ROMÁN VALERO. CONSTRUCCIÓN DE NUEVAS PISTAS DEPORTIVAS;2023;2024;;212;USERA;CALLE DE ANDRÉS ARTEAGA nº 1;CALLE;DE ANDRÉS ARTEAGA;1;40.38791;-3.70469;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;100000,00;900000,00;;;;1000000,00;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024;;;
001;AYUNTAMIENTO;216;DISTRITO DE HORTALEZA;2022/002015;INSTALACIONES DEPORTIVAS PARQUE JUAN PABLO II. OBRAS DE REFORMA Y MEJORA (ID 19: 11672);2023;2023;2023;216;HORTALEZA;AVDA. DE LAS PICEAS 13. PARQUE JUAN PABLO II;AVENIDA;DE LAS PICEAS (PARQUE JUAN PABLO II);13;40.457908247312226;-3.6199757317287196;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;609127,72;;;;;609127,72;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2022-002015_IDeportivasParqueJPabloII.jpg;05/01/2024;;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y EMPLEO;2020/MERCA/001;MERCAMADRID. MEJORA ACCESOS, CONDICIONES DE MOVILIDAD E INSTALACIONES DE SEGURIDAD;2019;2026;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.3616249;-3.664242;14;SECTORES PRODUCTIVOS;6176632,64;1081200,00;610000,00;610000,00;610000,00;;9087832,64;EN PROCESO;;;26/04/2023;;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y EMPLEO;2020/MERCA/002;MERCADOS CENTRALES Y EDIFICACIONES;2019;2026;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.3585575;-3.6675801;14;SECTORES PRODUCTIVOS;12759427,22;3131001,00;2903818,00;1519000,00;323000,00;;20636246,22;EN PROCESO;;;26/04/2023;;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y EMPLEO;2020/MERCA/003;AMPLIACIÓN MERCAMADRID. REFORESTACIÓN Y ADECUACIÓN DEL ENTORNO, NUEVOS CENTROS DE FORMACIÓN ALIMENTARIA, APARCAMIENTO Y MEJORA DEL CENTRO ADMINISTRATIVO;2019;2026;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.36557798757290;-3.668069465062160;14;SECTORES PRODUCTIVOS;7833857,32;5123567,00;4485679,00;5742912,00;7050000,00;;30236015,32;EN PROCESO;;;26/04/2023;;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/003;REHABILITACIÓN EDIFICIOS TEATRO FERNÁN GÓMEZ;2016;2023;;204;SALAMANCA;Plaza Colón, 4;Plaza;Colón;4;40.424681417884300;-3.6899877647205600;10;CULTURA;3153256,93;201076,69;    ;    ;    ;    ;3354333,62;FINALIZADO;;;26/04/2023;;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/01;DAOIZ Y VELARDE. PUESTA EN USO;2022;2024;;203;RETIRO;C/ del Alberche, 14;Calle;Alberche;14;40.40165436826824;-3.677299971197781;10;CULTURA;    ;1025000,00;515000,00;    ;    ;    ;1540000,00;EN PROCESO;;;26/04/2023;;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/02;MATADERO. EVACUATORIOS, FACHADAS Y NAVE 11;2022;2024;;202;ARGANZUELA;Plaza de Legazpi, 8;Plaza;de Legazpi;8;40.39176961433735;-3.696381264832253;10;CULTURA;    ;1318653,00;15000,00;    ;    ;    ;1333653,00;EN PROCESO;;;26/04/2023;;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/03;PABELLÓN XII. REHABILITACIÓN EDIFICIOS;2022;2025;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;40.4144660;-3.7401438;0;INVERSIONES DE CARÁCTER GENERAL;    ;100000,00;900000,00;100000,00;    ;    ;1100000,00;EN PROCESO;;;26/04/2023;;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/04;PABELLÓN DE CRISTAL. REHABILITACIÓN EDIFICIOS;2022;2025;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;40.4144661;-3.7401438;0;INVERSIONES DE CARÁCTER GENERAL;    ;100000,00;400000,00;500000,00;    ;    ;1000000,00;EN PROCESO;;;26/04/2023;;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/003;OBRAS CAJA MÁGICA;2022;2025;;212;USERA;Cmo. de Perales, 23;Camino;Perales;23;40.368955801027326;-3.6842359225063257;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;    ;250000,00;802700,00;20001300,00;    ;    ;21054000,00;EN PROCESO;;;26/04/2023;;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2020/EMSFMC/02;ACTUACIONES EN CEMENTERIO DE LA ALMUDENA;2020;2023;;215;CIUDAD LINEAL;Avenida De Daroca, 90 28017 Madrid;Avenida de;Daroca;90;40.4254386;-3.6490277;4;SALUD PÚBLICA;995356,13;4332546,00;0,00;0,00;0,00;0,00;5327902,13;EN PROCESO;;;26/04/2023;;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2020/EMSFMC/05;RENOVACIÓN  TANATORIOS M30;2020;2023;;215;CIUDAD LINEAL;Calle Salvador De Madariaga,11 28027 Madrid;Calle;Salvador De Madariaga;11;40.4401633;-3.6598874;4;SALUD PÚBLICA;3440083,00;1336160,00;0,00;0,00;0,00;0,00;4776243,00;EN PROCESO;;;26/04/2023;;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;001/2023/1;REHABILITACIÓN CEMENTERIOS Muros Almudena;2022;2026;;215;CIUDAD LINEAL;Avenida De Daroca, 90 28017 Madrid;Avenida de;Daroca;90;40.425493779123705;-3.6463705378048585;4;SALUD PÚBLICA;220608,00;3255000,00;50000,00;50000,00;50000,00;0,00;3625608,00;EN PROCESO;;;26/04/2023;;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;001/2023/2;REHABILITACIÓN CEMENTERIOS Carabanchel Sur;2023;2023;;211;CARABANCHEL;Calle Ildefonso González Valencia, 2, 28054 Madrid;Calle;Ildefonso González Valencia;2;40.367938131982505;-3.722422847693559;4;SALUD PÚBLICA;0,00;1850000,00;0,00;0,00;0,00;0,00;1850000,00;EN PROCESO;;;26/04/2023;;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;002/2023/1;UNIDADES DE ENTERRAMIENTO (Almudena);2022;2026;;215;CIUDAD LINEAL;Avenida De Daroca, 90 28017 Madrid;Avenida de;Daroca;90;40.42560403792112;-3.645866282547669;4;SALUD PÚBLICA;1057531,51;3156299,40;450000,00;450000,00;450000,00;0,00;5563830,91;EN PROCESO;;;26/04/2023;;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;002/2023/2;UNIDADES DE ENTERRAMIENTO (Carabanchel Sur);2022;2026;;211;CARABANCHEL;Calle Ildefonso González Valencia, 2, 28054 Madrid;Calle;Ildefonso González Valencia;2;40.36802649157321;-3.7222230955216205;4;SALUD PÚBLICA;908296,94;450000,00;450000,00;450000,00;450000,00;0,00;2708296,94;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;31;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 41B;2019;2024;;219;VICÁLVARO;Contrucción Calle Cerro Del Tesoro, 31;Calle;Cerro del Tesoro;31;40.4069441;-3.5531687;15;VIVENDA;1057845,57;3531536,34;7373076,35;4909569,99;0,00;0,00;16872028,25;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;29;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 39A;2019;2024;;219;VICÁLVARO;Contrucción Calle Diálogo, 79;Calle;Calle Diálogo;79;40.4067067;-3.5560424;15;VIVENDA;1129420,08;3920151,63;7373126,23;4449444,45;0,00;0,00;16872142,39;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;30;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 39B;2019;2024;;219;VICÁLVARO;Contrucción Calle Diálogo, 63;Calle;Calle Diálogo;63;40.4067044;-3.556465;15;VIVENDA;683354,38;1511858,58;8371178,50;7187963,73;0,00;0,00;17754355,19;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;38;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. T 10BC;2020;2025;;219;VICÁLVARO;Contrucción Calle Ilusión, 41;Calle;Ilusión;41;40.405684;-3.5572887;15;VIVENDA;279971,87;155970,18;4096012,28;4915214,74;5189695,61;0,00;14636864,68;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;35;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 5C;2020;2025;;219;VICÁLVARO;Contrucción Calle Arroyo Cañaveral, 75;Calle;Arroyo Cañaveral;75;40.4002565;-3.5605078;15;VIVENDA;84627,40;357107,41;3766907,83;4808818,51;5106988,29;0,00;14124449,44;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;26;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO M5A;2019;2024;;219;VICÁLVARO;Contrucción Cl Enrique Urquijo, 90;Calle;Enrique Urquijo;90;40.4006641;-3.5614487;15;VIVENDA;1327141,16;3640695,28;6578340,06;3121248,38;0,00;0,00;14667424,88;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;27;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN8 VICALVARO M5B;2019;2024;;219;VICÁLVARO;Contrucción Cl Francisco Grande Covian, 170;Calle;Grande Covian;170;40.4014654;-3.5614492;15;VIVENDA;1479552,44;2765560,36;5727207,38;2797372,97;0,00;0,00;12769693,15;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;34;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 34B;2020;2025;;219;VICÁLVARO;Contrucción Avenida Miguel Delibes, 65;Avenida;Miguel Delibes;65;40.405514;-3.5615997;15;VIVENDA;23768,33;476116,55;3787940,71;4734925,89;6977248,52;0,00;16000000,00;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;37;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. T 6B;2020;2025;;219;VICÁLVARO;Contrucción Calle Enrique Urquijo, 91;Calle;Enrique Urquijo;91;40.4010441;-3.5618687;15;VIVENDA;155839,79;107690,05;1898600,86;2476435,91;2731465,46;0,00;7370032,07;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;36;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. T 6A;2020;2025;;219;VICÁLVARO;Contrucción Calle Enrique Urquijo, 81;Calle;Enrique Urquijo;81;40.4007041;-3.5621687;15;VIVENDA;55819,72;212801,00;1898600,86;2476435,91;3556881,29;0,00;8200538,78;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;32;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 30A;2019;2024;;219;VICÁLVARO;Contrucción Avenida Miguel Delibes, 50;Avenida;Miguel Delibes;50;40.4054441;-3.5638987;15;VIVENDA;811926,93;2629724,68;6288702,91;3940738,76;0,00;0,00;13671093,28;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;33;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 30D;2019;2024;;219;VICÁLVARO;Contrucción Calle Jose Escobar Y Saliente, 80;Calle;Jose Escobar Y Saliente;80;40.4048787;-3.5647897;15;VIVENDA;589795,93;687385,58;6359823,52;5851485,99;0,00;0,00;13488491,02;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 3;2019;2024;;218;VILLA DE VALLECAS;Contrucción Calle Castejon De Henares;Calle;Castejon De Henares;;40.374148939335800;-3.63320586229997;15;VIVENDA;1304425,06;2142986,62;6373398,72;2494935,91;0,00;0,00;12315746,31;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;23;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 1;2019;2024;;218;VILLA DE VALLECAS;Contrucción Calle El Sitio De Baler Nº 1 A 11 Y Crta. Villaverde A Vallecas Nº 290;;;;40.374018500360700;-3.635026476527200;15;VIVENDA;1949656,42;3913612,04;7495572,06;1125357,19;0,00;0,00;14484197,71;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;24;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 2;2019;2024;;218;VILLA DE VALLECAS;Contrucción Calle De Nueva Creacion;;;;40.37351413395200;-3.635163450630150;15;VIVENDA;2214990,87;5798550,41;4545844,44;200000,39;0,00;0,00;12759386,11;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;20;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN SAN FRANCISCO JAVIER VI;2017;2023;;213;PUENTE DE VALLECAS;Contrucción Calle Eduardo Rojo;Calle;Eduardo Rojo;;40.38564471870830;-3.6636112588068200;15;VIVENDA;3604919,48;8577230,61;2941387,03;0,00;0,00;0,00;15123537,12;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;10;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 3;2017;2024;;213;PUENTE DE VALLECAS;Contrucción Calle Martínez De La Riva, 100;Calle;Martínez de la Riva;100;40.386498;-3.6663675;15;VIVENDA;1221091,79;1616216,04;5910713,56;2933230,71;0,00;0,00;11681252,10;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;22;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 4;2019;2024;;213;PUENTE DE VALLECAS;Contrucción Calle Peña Amaya, 1;Calle;Peña Amaya;1;40.3850508;-3.6668926;15;VIVENDA;1246436,38;2557880,89;5095934,30;1170764,85;0,00;0,00;10071016,42;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;9;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 2;2017;2023;;213;PUENTE DE VALLECAS;Contrucción Calle Puerto De La Bonaigua, 45;Calle;Puerto de la Bonaigua;45;40.3864054;-3.6671987;15;VIVENDA;6284135,14;5707091,88;241500,00;0,00;0,00;0,00;12232727,02;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;11;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 14;2018;2024;;213;PUENTE DE VALLECAS;Contrucción Avenida San Diego, 89;Avenida;San Diego;89;40.3851781;-3.6680348;15;VIVENDA;3306899,36;4435799,32;10884239,32;5034451,83;0,00;0,00;23661389,83;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;28;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VILLAVERDE INGENIEROS;2019;2024;;217;VILLAVERDE;Contrucción Calle La Pícara Molinera, 62;Calle;La Pícara Molinera;62;40.3545193;-3.7050987;15;VIVENDA;1302316,18;3825613,35;8574833,26;4050515,19;0,00;0,00;17753277,98;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;40;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN BLOQUES 300;2023;2026;;217;VILLAVERDE;Calle Rocafort 28-48;Calle;Rocafort 28-48;28-48;40.34134872232715;-3.686282049493836;15;VIVENDA;;850000,00;2000000,00;8000000,00;3150000,00;0,00;14000000,00;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;41;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LOS OLIVOS FASE 3;2021;2025;;210;LATINA;Calle San Fulgencio, 2;Calle;San Fulgencio, 2;2;40.40536131163488;-3.7359904427412176;15;VIVENDA;711,48;95156,31;329141,81;987425,42;1249667,66;;2662102,68;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;42;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LOS OLIVOS FASE 4;2021;2025;;210;LATINA;CalleSan Timoteo, 27;Calle;San Timoteo, 27;27;40.40499514578109;-3.7363328018389876;15;VIVENDA;711,48;184318,61;837938,62;2513815,88;3449638,26;;6986422,85;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;44;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN ARROYO DEL FRESNO 3B;2021;2026;;208;FUENCARRAL-EL PARDO;Calle María de Maeztu, 24;Calle;María de Maeztu, 24;24;40.48890230324697;-3.7305976576717415;15;VIVENDA;711,48;82487,50;412437,48;1500000,00;5177189,27;;7172825,73;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;45;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN CARABANCHEL (4.7.2.) PMS 29676;2021;2026;;211;CARABANCHEL;Avda. del Euro 37;Avenida;Euro 37;37;40.3643405170415;-3.7498414071632675;15;VIVENDA;711,48;58508,86;555626,77;1500000,00;2719636,09;;4834483,20;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;46;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN Pº DIRECCIÓN (D-1) PMS 31339;2021;2026;;206;TETUÁN;C/ Capitán Blanco Argibay nº 149;Calle;Capitán Blanco Argibay nº 149;149;40.46806862433695;-3.707386228863465;15;VIVENDA;22933,45;217374,66;3260619,91;8500000,00;6901216,38;;18902144,40;EN PROCESO;;;26/04/2023;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;47;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN EL CAÑAVERAL 13 (M34 CD);2021;2026;;219;VICÁLVARO;Calle Tolerancia, 19;Calle;Tolerancia, 19;19;40.4056661494637;-3.5571036000275953;15;VIVENDA;781657,70;3144064,90;9432194,71;13000000,00;5642082,69;;32000000,00;EN PROCESO;;;26/04/2023;;;
